time,open,high,low,close,volume,dividends,stock_splits,symbol
2021-11-10 11:30:00-05:00,148.86500549316406,149.19000244140625,148.67999267578125,148.97999572753906,0,0,0,AAPL
2021-11-10 12:30:00-05:00,148.97999572753906,149.17999267578125,148.52499389648438,148.82699584960938,5080199,0,0,AAPL
2021-11-10 13:30:00-05:00,148.82859802246094,148.89999389648438,148.1699981689453,148.17990112304688,5496542,0,0,AAPL
2021-11-10 14:30:00-05:00,148.17999267578125,148.3699951171875,147.93299865722656,148.05499267578125,7687028,0,0,AAPL
2021-11-10 15:30:00-05:00,148.05499267578125,148.29750061035156,147.85000610351562,147.9199981689453,7164231,0,0,AAPL
2021-11-11 09:30:00-05:00,148.67999267578125,148.83900451660156,148.16000366210938,148.42999267578125,10544554,0,0,AAPL
2021-11-11 10:30:00-05:00,148.42999267578125,148.66000366210938,148.16000366210938,148.32000732421875,5133531,0,0,AAPL
