time,open,high,low,close,volume,dividends,stock_splits,symbol
2021-11-10 11:30:00-05:00,1066.8499755859375,1071.0,1050.800048828125,1050.800048828125,0,0,0,TSLA
2021-11-10 12:30:00-05:00,1051.31005859375,1068.25,1048.0,1048.3260498046875,3492110,0,0,TSLA
2021-11-10 13:30:00-05:00,1048.324951171875,1059.869873046875,1030.0,1030.6500244140625,2830500,0,0,TSLA
2021-11-10 14:30:00-05:00,1030.110107421875,1067.0,1012.5,1062.25,6051992,0,0,TSLA
2021-11-10 15:30:00-05:00,1062.3599853515625,1075.4300537109375,1052.449951171875,1067.760009765625,4117217,0,0,TSLA
2021-11-11 09:30:00-05:00,1102.77001953125,1104.969970703125,1054.6800537109375,1070.7298583984375,10058156,0,0,TSLA
2021-11-11 10:30:00-05:00,1069.4560546875,1082.0849609375,1065.4200439453125,1072.1400146484375,3274931,0,0,TSLA
